response_id,survey_id,student_id,fecha,anio,mes,semana,dia_semana,hora,calidad_clase,comprension_tema,evaluacion_docente,comentario,sentimiento_label,sentimiento_score,emo_feliz,emo_neutral,emo_triste,emo_enojado,emo_sorprendido,emocion_predominante,calidad_normalizada,comprension_normalizada,docente_normalizado,datos_completos,outlier_flag
3702,29,294,2024-11-20 18:00:00,2024,11,47,2,18,2,4,3,"Regular, podría mejorar el ritmo",neutral,0.378,0.067,0.041,0.28,0.314,0.299,enojado,0.25,0.75,0.5,True,False
3703,18,492,2024-06-02 17:00:00,2024,6,22,6,17,5,4,4,Muy difícil seguir el ritmo de la clase,negativo,0.288,0.174,0.223,0.287,0.181,0.135,triste,1.0,0.75,0.75,True,False
3704,9,210,2024-04-02 18:00:00,2024,4,14,1,18,5,5,5,La clase fue muy dinámica e interesante,positivo,0.69,0.121,0.311,0.287,0.221,0.061,neutral,1.0,1.0,1.0,True,False
3705,21,265,2024-03-02 18:00:00,2024,3,9,5,18,4,5,4,"No se escuchaba bien, problemas técnicos",negativo,0.318,0.136,0.239,0.276,0.193,0.155,triste,0.75,1.0,0.75,True,False
3706,21,498,2024-04-13 10:00:00,2024,4,15,5,10,2,2,4,El docente domina el tema perfectamente,positivo,0.746,0.261,0.069,0.258,0.03,0.382,sorprendido,0.25,0.25,0.75,True,False
3707,16,166,2024-10-08 15:00:00,2024,10,41,1,15,4,4,5,Clase muy bien estructurada y organizada,positivo,0.673,0.119,0.211,0.226,0.139,0.304,sorprendido,0.75,0.75,1.0,True,False
3708,24,117,2024-11-05 08:00:00,2024,11,45,1,8,4,4,5,El tema es interesante pero la clase fue larga,neutral,0.504,0.207,0.258,0.222,0.174,0.139,neutral,0.75,0.75,1.0,True,False
3709,4,276,2024-08-06 12:00:00,2024,8,32,1,12,4,4,5,"Bien en general, aunque faltó práctica",neutral,0.462,0.177,0.253,0.182,0.125,0.263,sorprendido,0.75,0.75,1.0,True,False
3710,25,493,2024-04-26 16:00:00,2024,4,17,4,16,4,3,3,El docente domina el tema perfectamente,positivo,0.685,0.09,0.05,0.336,0.253,0.27,triste,0.75,0.5,0.5,True,False
3711,30,47,2024-03-23 15:00:00,2024,3,12,5,15,3,5,4,El docente domina el tema perfectamente,positivo,0.863,0.151,0.032,0.351,0.326,0.141,triste,0.5,1.0,0.75,True,False
3712,19,224,2024-06-22 07:00:00,2024,6,25,5,7,5,3,3,El docente explicó muy rápido,negativo,0.321,0.229,0.295,0.01,0.212,0.254,neutral,1.0,0.5,0.5,True,False
3713,25,224,2024-10-12 13:00:00,2024,10,41,5,13,4,4,4,El docente domina el tema perfectamente,positivo,0.93,0.17,0.177,0.222,0.327,0.104,enojado,0.75,0.75,0.75,True,False
3714,15,497,2024-08-15 12:00:00,2024,8,33,3,12,4,5,4,"Regular, podría mejorar el ritmo",neutral,0.454,0.076,0.091,0.261,0.322,0.249,enojado,0.75,1.0,0.75,True,False
3715,7,120,2024-03-12 07:00:00,2024,3,11,1,7,5,5,5,Muy buena metodología del docente,positivo,0.717,0.107,0.341,0.188,0.107,0.257,neutral,1.0,1.0,1.0,True,False
3716,22,365,2024-07-10 15:00:00,2024,7,28,2,15,4,3,4,La clase fue aburrida y poco dinámica,negativo,0.094,0.068,0.319,0.229,0.025,0.359,sorprendido,0.75,0.5,0.75,True,False
3717,14,344,2024-12-03 12:00:00,2024,12,49,1,12,5,3,4,"Faltaron ejemplos prácticos, solo teoría",negativo,0.266,0.002,0.143,0.172,0.283,0.4,sorprendido,1.0,0.5,0.75,True,False
3718,5,258,2024-12-15 07:00:00,2024,12,50,6,7,3,5,3,"Me quedó muy claro el tema, gracias",positivo,0.802,0.2,0.247,0.021,0.248,0.284,sorprendido,0.5,1.0,0.5,True,False
3719,1,130,2024-10-31 10:00:00,2024,10,44,3,10,2,3,5,"Aprendí mucho hoy, muy buena didáctica",positivo,0.82,0.255,0.187,0.229,0.214,0.114,feliz,0.25,0.5,1.0,True,False
3720,9,149,2024-08-24 17:00:00,2024,8,34,5,17,5,5,5,La clase fue aburrida y poco dinámica,negativo,0.279,0.189,0.263,0.119,0.027,0.402,sorprendido,1.0,1.0,1.0,True,False
3721,26,351,2024-12-20 13:00:00,2024,12,51,4,13,4,4,5,Clase muy bien estructurada y organizada,positivo,0.797,0.363,0.136,0.31,0.056,0.135,feliz,0.75,0.75,1.0,True,False
3722,21,86,2024-03-23 15:00:00,2024,3,12,5,15,5,5,5,"Más o menos, algunos conceptos poco claros",neutral,0.524,0.301,0.054,0.339,0.202,0.104,triste,1.0,1.0,1.0,True,False
3723,4,161,2024-03-02 14:00:00,2024,3,9,5,14,4,4,4,"Excelente clase, muy clara la explicación",positivo,0.805,0.269,0.089,0.193,0.156,0.292,sorprendido,0.75,0.75,0.75,True,False
3724,17,381,2024-05-27 17:00:00,2024,5,22,0,17,4,2,5,La clase fue aburrida y poco dinámica,negativo,0.155,0.289,0.258,0.161,0.264,0.027,feliz,0.75,0.25,1.0,True,False
3725,26,480,2024-10-13 08:00:00,2024,10,41,6,8,4,1,2,La clase fue aburrida y poco dinámica,negativo,0.302,0.287,0.06,0.245,0.249,0.159,feliz,0.75,0.0,0.25,True,False
3726,19,369,2024-06-30 17:00:00,2024,6,26,6,17,2,4,4,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.401,0.251,0.151,0.265,0.264,0.069,triste,0.25,0.75,0.75,True,False
3727,6,449,2024-06-03 16:00:00,2024,6,23,0,16,2,2,4,El docente domina el tema perfectamente,positivo,0.859,0.202,0.12,0.145,0.261,0.271,sorprendido,0.25,0.25,0.75,True,False
3728,23,401,2024-08-28 14:00:00,2024,8,35,2,14,3,5,4,El docente explicó muy rápido,negativo,0.27,0.105,0.244,0.403,0.083,0.165,triste,0.5,1.0,0.75,True,False
3729,30,163,2024-04-20 11:00:00,2024,4,16,5,11,4,2,2,Clase muy bien estructurada y organizada,positivo,0.87,0.025,0.487,0.135,0.238,0.114,neutral,0.75,0.25,0.25,True,False
3730,6,349,2024-10-13 17:00:00,2024,10,41,6,17,4,4,2,Muy buena metodología del docente,positivo,0.783,0.008,0.249,0.329,0.352,0.062,enojado,0.75,0.75,0.25,True,False
3731,4,171,2024-08-29 09:00:00,2024,8,35,3,9,4,5,4,Clase muy bien estructurada y organizada,positivo,0.68,0.037,0.106,0.246,0.075,0.536,sorprendido,0.75,1.0,0.75,True,False
3732,5,325,2024-07-21 18:00:00,2024,7,29,6,18,4,2,5,"Más o menos, algunos conceptos poco claros",neutral,0.409,0.214,0.082,0.331,0.065,0.308,triste,0.75,0.25,1.0,True,False
3733,27,339,2024-07-28 14:00:00,2024,7,30,6,14,4,4,4,Excelente manejo del tiempo y ejemplos,positivo,0.784,0.023,0.217,0.082,0.543,0.135,enojado,0.75,0.75,0.75,True,False
3734,4,415,2024-05-13 15:00:00,2024,5,20,0,15,4,4,4,"No se escuchaba bien, problemas técnicos",negativo,0.148,0.236,0.233,0.148,0.188,0.195,feliz,0.75,0.75,0.75,True,False
3735,12,173,2024-08-31 14:00:00,2024,8,35,5,14,3,4,3,Excelente manejo del tiempo y ejemplos,positivo,0.869,0.042,0.005,0.194,0.438,0.322,enojado,0.5,0.75,0.5,True,False
3736,6,245,2024-08-04 17:00:00,2024,8,31,6,17,5,5,4,"Excelente clase, muy clara la explicación",positivo,0.811,0.064,0.293,0.182,0.17,0.292,neutral,1.0,1.0,0.75,True,False
3737,25,389,2024-03-21 14:00:00,2024,3,12,3,14,4,5,4,"Me quedó muy claro el tema, gracias",positivo,0.651,0.207,0.147,0.267,0.11,0.269,sorprendido,0.75,1.0,0.75,True,False
3738,25,477,2024-05-07 07:00:00,2024,5,19,1,7,5,4,3,"No entendí casi nada, muy confuso",negativo,0.056,0.046,0.276,0.162,0.243,0.272,neutral,1.0,0.75,0.5,True,False
3739,13,81,2024-07-18 07:00:00,2024,7,29,3,7,5,1,5,"No entendí casi nada, muy confuso",negativo,0.319,0.254,0.293,0.163,0.114,0.176,neutral,1.0,0.0,1.0,True,False
3740,7,134,2024-09-24 17:00:00,2024,9,39,1,17,3,2,5,"Aprendí mucho hoy, muy buena didáctica",positivo,0.761,0.291,0.124,0.069,0.252,0.265,feliz,0.5,0.25,1.0,True,False
3741,3,313,2024-09-04 13:00:00,2024,9,36,2,13,2,5,4,Muy buena metodología del docente,positivo,0.782,0.211,0.069,0.238,0.302,0.179,enojado,0.25,1.0,0.75,True,False
3742,27,407,2024-05-29 12:00:00,2024,5,22,2,12,4,2,4,La clase fue muy dinámica e interesante,positivo,0.944,0.327,0.355,0.014,0.104,0.2,neutral,0.75,0.25,0.75,True,False
3743,17,278,2024-09-14 16:00:00,2024,9,37,5,16,5,5,4,"Bien en general, aunque faltó práctica",neutral,0.379,0.436,0.495,0.014,0.047,0.008,neutral,1.0,1.0,0.75,True,False
3744,27,400,2024-07-24 08:00:00,2024,7,30,2,8,3,5,3,"Me quedó muy claro el tema, gracias",positivo,0.801,0.296,0.058,0.272,0.134,0.24,feliz,0.5,1.0,0.5,True,False
3745,15,282,2024-11-30 17:00:00,2024,11,48,5,17,4,3,5,"Faltaron ejemplos prácticos, solo teoría",negativo,0.255,0.025,0.011,0.336,0.302,0.326,triste,0.75,0.5,1.0,True,False
3746,20,265,2024-05-29 18:00:00,2024,5,22,2,18,4,3,5,Entendí el tema pero fue un poco rápido,neutral,0.5,0.098,0.216,0.418,0.071,0.196,triste,0.75,0.5,1.0,True,False
3747,3,380,2024-10-05 11:00:00,2024,10,40,5,11,5,5,3,"Me quedó muy claro el tema, gracias",positivo,0.67,0.09,0.268,0.216,0.201,0.225,neutral,1.0,1.0,0.5,True,False
3748,29,396,2024-03-02 16:00:00,2024,3,9,5,16,1,1,4,Muy buena metodología del docente,positivo,0.74,0.214,0.135,0.312,0.042,0.296,triste,0.0,0.0,0.75,True,False
3749,2,329,2024-10-07 16:00:00,2024,10,41,0,16,4,2,4,"Me quedó muy claro el tema, gracias",positivo,0.704,0.184,0.024,0.261,0.26,0.27,sorprendido,0.75,0.25,0.75,True,False
3750,13,254,2024-09-22 12:00:00,2024,9,38,6,12,5,2,5,"Excelente clase, muy clara la explicación",positivo,0.815,0.399,0.159,0.239,0.005,0.198,feliz,1.0,0.25,1.0,True,False
3751,4,152,2024-04-14 17:00:00,2024,4,15,6,17,2,3,5,El tema es interesante pero la clase fue larga,neutral,0.543,0.273,0.258,0.15,0.236,0.082,feliz,0.25,0.5,1.0,True,False
3752,3,328,2024-03-29 15:00:00,2024,3,13,4,15,4,5,4,"Faltaron ejemplos prácticos, solo teoría",negativo,0.225,0.174,0.222,0.102,0.265,0.238,enojado,0.75,1.0,0.75,True,False
3753,9,210,2024-03-11 07:00:00,2024,3,11,0,7,4,5,4,"Regular, podría mejorar el ritmo",neutral,0.382,0.337,0.185,0.373,0.062,0.044,triste,0.75,1.0,0.75,True,False
3754,10,252,2024-11-25 18:00:00,2024,11,48,0,18,4,4,5,La clase fue aburrida y poco dinámica,negativo,0.343,0.339,0.069,0.216,0.097,0.278,feliz,0.75,0.75,1.0,True,False
3755,13,130,2024-08-16 08:00:00,2024,8,33,4,8,4,4,3,"Excelente clase, muy clara la explicación",positivo,0.944,0.295,0.372,0.191,0.097,0.046,neutral,0.75,0.75,0.5,True,False
3756,15,235,2024-12-14 16:00:00,2024,12,50,5,16,5,2,2,La clase fue muy dinámica e interesante,positivo,0.655,0.3,0.113,0.298,0.212,0.078,feliz,1.0,0.25,0.25,True,False
3757,4,58,2024-07-27 15:00:00,2024,7,30,5,15,4,5,5,La clase fue aburrida y poco dinámica,negativo,0.217,0.01,0.354,0.363,0.256,0.016,triste,0.75,1.0,1.0,True,False
3758,12,29,2024-05-27 08:00:00,2024,5,22,0,8,4,3,5,La clase fue muy dinámica e interesante,positivo,0.898,0.036,0.12,0.287,0.28,0.276,triste,0.75,0.5,1.0,True,False
3759,4,494,2024-12-21 17:00:00,2024,12,51,5,17,4,2,4,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.38,0.19,0.035,0.152,0.302,0.322,sorprendido,0.75,0.25,0.75,True,False
3760,24,197,2024-09-12 10:00:00,2024,9,37,3,10,4,3,4,"Me quedó muy claro el tema, gracias",positivo,0.853,0.284,0.231,0.185,0.064,0.237,feliz,0.75,0.5,0.75,True,False
3761,18,27,2024-08-23 18:00:00,2024,8,34,4,18,5,5,5,Excelente manejo del tiempo y ejemplos,positivo,0.783,0.054,0.143,0.021,0.394,0.389,enojado,1.0,1.0,1.0,True,False
3762,19,9,2024-12-05 12:00:00,2024,12,49,3,12,5,5,4,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.508,0.24,0.163,0.165,0.281,0.15,enojado,1.0,1.0,0.75,True,False
3763,26,374,2024-08-24 09:00:00,2024,8,34,5,9,5,4,4,"Más o menos, algunos conceptos poco claros",neutral,0.388,0.449,0.011,0.398,0.06,0.083,feliz,1.0,0.75,0.75,True,False
3764,1,320,2024-11-21 07:00:00,2024,11,47,3,7,5,4,4,Clase muy bien estructurada y organizada,positivo,0.817,0.265,0.218,0.212,0.206,0.099,feliz,1.0,0.75,0.75,True,False
3765,11,354,2024-07-09 17:00:00,2024,7,28,1,17,4,5,4,La clase fue aburrida y poco dinámica,negativo,0.253,0.031,0.282,0.266,0.066,0.355,sorprendido,0.75,1.0,0.75,True,False
3766,6,36,2024-07-15 08:00:00,2024,7,29,0,8,5,5,5,Entendí el tema pero fue un poco rápido,neutral,0.408,0.331,0.135,0.174,0.333,0.027,enojado,1.0,1.0,1.0,True,False
3767,20,59,2024-12-03 12:00:00,2024,12,49,1,12,4,2,4,El docente domina el tema perfectamente,positivo,0.683,0.325,0.125,0.245,0.074,0.23,feliz,0.75,0.25,0.75,True,False
3768,10,278,2024-09-07 12:00:00,2024,9,36,5,12,3,4,4,"Más o menos, algunos conceptos poco claros",neutral,0.488,0.138,0.432,0.095,0.066,0.268,neutral,0.5,0.75,0.75,True,False
3769,3,149,2024-09-25 09:00:00,2024,9,39,2,9,4,1,4,"Más o menos, algunos conceptos poco claros",neutral,0.405,0.139,0.158,0.31,0.16,0.233,triste,0.75,0.0,0.75,True,False
3770,23,5,2024-05-07 16:00:00,2024,5,19,1,16,4,4,2,"Aprendí mucho hoy, muy buena didáctica",positivo,0.794,0.162,0.049,0.128,0.472,0.19,enojado,0.75,0.75,0.25,True,False
3771,23,275,2024-04-09 15:00:00,2024,4,15,1,15,4,3,4,Excelente manejo del tiempo y ejemplos,positivo,0.884,0.227,0.264,0.12,0.133,0.256,neutral,0.75,0.5,0.75,True,False
3772,30,201,2024-10-21 12:00:00,2024,10,43,0,12,4,4,4,"Me quedó muy claro el tema, gracias",positivo,0.886,0.045,0.369,0.176,0.149,0.262,neutral,0.75,0.75,0.75,True,False
3773,24,452,2024-10-08 17:00:00,2024,10,41,1,17,3,5,5,Entendí el tema pero fue un poco rápido,neutral,0.425,0.112,0.139,0.29,0.17,0.288,triste,0.5,1.0,1.0,True,False
3774,11,259,2024-06-23 07:00:00,2024,6,25,6,7,4,4,4,El tema es interesante pero la clase fue larga,neutral,0.364,0.265,0.078,0.233,0.207,0.217,feliz,0.75,0.75,0.75,True,False
3775,13,437,2024-03-13 17:00:00,2024,3,11,2,17,5,4,5,La clase fue aburrida y poco dinámica,negativo,0.322,0.036,0.143,0.213,0.262,0.346,sorprendido,1.0,0.75,1.0,True,False
3776,18,229,2024-10-31 16:00:00,2024,10,44,3,16,5,3,2,"Bien en general, aunque faltó práctica",neutral,0.533,0.011,0.215,0.125,0.359,0.291,enojado,1.0,0.5,0.25,True,False
3777,5,103,2024-07-18 08:00:00,2024,7,29,3,8,3,5,3,La clase fue muy dinámica e interesante,positivo,0.707,0.247,0.128,0.302,0.301,0.022,triste,0.5,1.0,0.5,True,False
3778,13,110,2024-10-29 17:00:00,2024,10,44,1,17,4,4,3,"Más o menos, algunos conceptos poco claros",neutral,0.436,0.245,0.223,0.212,0.072,0.249,sorprendido,0.75,0.75,0.5,True,False
3779,26,171,2024-11-24 08:00:00,2024,11,47,6,8,4,4,4,La clase fue muy dinámica e interesante,positivo,0.834,0.275,0.108,0.291,0.085,0.24,triste,0.75,0.75,0.75,True,False
3780,22,336,2024-12-15 07:00:00,2024,12,50,6,7,5,4,5,Entendí el tema pero fue un poco rápido,neutral,0.51,0.075,0.346,0.069,0.213,0.296,neutral,1.0,0.75,1.0,True,False
3781,6,117,2024-03-21 16:00:00,2024,3,12,3,16,5,5,5,Muy difícil seguir el ritmo de la clase,negativo,0.059,0.162,0.181,0.172,0.136,0.349,sorprendido,1.0,1.0,1.0,True,False
3782,6,345,2024-09-01 07:00:00,2024,9,35,6,7,5,3,5,"Bien en general, aunque faltó práctica",neutral,0.377,0.237,0.215,0.137,0.251,0.161,enojado,1.0,0.5,1.0,True,False
3783,23,176,2024-09-20 16:00:00,2024,9,38,4,16,3,4,5,Muy buena metodología del docente,positivo,0.804,0.069,0.251,0.238,0.225,0.218,neutral,0.5,0.75,1.0,True,False
3784,13,36,2024-08-03 13:00:00,2024,8,31,5,13,3,3,5,Entendí el tema pero fue un poco rápido,neutral,0.418,0.108,0.284,0.228,0.086,0.294,sorprendido,0.5,0.5,1.0,True,False
3785,27,209,2024-06-27 09:00:00,2024,6,26,3,9,3,5,5,"Faltaron ejemplos prácticos, solo teoría",negativo,0.09,0.202,0.176,0.03,0.42,0.172,enojado,0.5,1.0,1.0,True,False
3786,12,233,2024-04-18 17:00:00,2024,4,16,3,17,4,5,3,Entendí el tema pero fue un poco rápido,neutral,0.38,0.384,0.005,0.183,0.121,0.308,feliz,0.75,1.0,0.5,True,False
3787,28,420,2024-12-18 18:00:00,2024,12,51,2,18,4,4,4,El docente domina el tema perfectamente,positivo,0.714,0.37,0.047,0.24,0.111,0.232,feliz,0.75,0.75,0.75,True,False
3788,11,412,2024-09-22 14:00:00,2024,9,38,6,14,4,5,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.673,0.2,0.189,0.103,0.189,0.319,sorprendido,0.75,1.0,0.75,True,False
3789,8,338,2024-09-02 15:00:00,2024,9,36,0,15,4,4,4,"Más o menos, algunos conceptos poco claros",neutral,0.501,0.015,0.425,0.341,0.127,0.092,neutral,0.75,0.75,0.75,True,False
3790,12,472,2024-11-09 16:00:00,2024,11,45,5,16,4,4,5,Muy difícil seguir el ritmo de la clase,negativo,0.091,0.23,0.188,0.185,0.244,0.153,enojado,0.75,0.75,1.0,True,False
3791,20,75,2024-12-16 16:00:00,2024,12,51,0,16,4,2,1,"No se escuchaba bien, problemas técnicos",negativo,0.178,0.31,0.272,0.214,0.146,0.058,feliz,0.75,0.25,0.0,True,False
3792,29,283,2024-04-30 11:00:00,2024,4,18,1,11,5,3,4,El docente domina el tema perfectamente,positivo,0.74,0.404,0.22,0.059,0.099,0.217,feliz,1.0,0.5,0.75,True,False
3793,9,439,2024-03-27 10:00:00,2024,3,13,2,10,3,4,5,"Excelente clase, muy clara la explicación",positivo,0.862,0.234,0.182,0.15,0.005,0.429,sorprendido,0.5,0.75,1.0,True,False
3794,23,381,2024-07-02 13:00:00,2024,7,27,1,13,5,3,5,"Me quedó muy claro el tema, gracias",positivo,0.924,0.269,0.304,0.035,0.088,0.305,sorprendido,1.0,0.5,1.0,True,False
3795,8,97,2024-11-16 10:00:00,2024,11,46,5,10,3,4,5,Excelente manejo del tiempo y ejemplos,positivo,0.846,0.245,0.275,0.136,0.039,0.304,sorprendido,0.5,0.75,1.0,True,False
3796,26,419,2024-05-23 18:00:00,2024,5,21,3,18,5,3,3,Muy buena metodología del docente,positivo,0.77,0.242,0.088,0.195,0.279,0.196,enojado,1.0,0.5,0.5,True,False
3797,12,483,2024-07-15 17:00:00,2024,7,29,0,17,3,4,4,Entendí el tema pero fue un poco rápido,neutral,0.49,0.23,0.202,0.145,0.198,0.225,feliz,0.5,0.75,0.75,True,False
3798,28,366,2024-03-15 10:00:00,2024,3,11,4,10,4,3,2,"Me quedó muy claro el tema, gracias",positivo,0.823,0.206,0.055,0.052,0.338,0.349,sorprendido,0.75,0.5,0.25,True,False
3799,4,80,2024-03-18 11:00:00,2024,3,12,0,11,4,4,5,Excelente manejo del tiempo y ejemplos,positivo,0.671,0.252,0.062,0.276,0.152,0.257,triste,0.75,0.75,1.0,True,False
3800,15,374,2024-12-02 17:00:00,2024,12,49,0,17,5,4,4,"No se escuchaba bien, problemas técnicos",negativo,0.303,0.02,0.449,0.084,0.202,0.246,neutral,1.0,0.75,0.75,True,False
3801,27,479,2024-12-25 10:00:00,2024,12,52,2,10,1,5,5,Muy buena metodología del docente,positivo,0.748,0.292,0.158,0.181,0.294,0.075,enojado,0.0,1.0,1.0,True,False
3802,8,286,2024-12-12 11:00:00,2024,12,50,3,11,4,2,5,"Más o menos, algunos conceptos poco claros",neutral,0.521,0.173,0.085,0.173,0.252,0.318,sorprendido,0.75,0.25,1.0,True,False
3803,21,441,2024-03-17 17:00:00,2024,3,11,6,17,3,5,5,Muy difícil seguir el ritmo de la clase,negativo,0.296,0.097,0.356,0.219,0.177,0.152,neutral,0.5,1.0,1.0,True,False
3804,9,192,2024-10-01 11:00:00,2024,10,40,1,11,4,4,3,El tema es interesante pero la clase fue larga,neutral,0.51,0.01,0.084,0.356,0.299,0.251,triste,0.75,0.75,0.5,True,False
3805,17,408,2024-04-05 17:00:00,2024,4,14,4,17,3,4,5,Clase muy bien estructurada y organizada,positivo,0.698,0.258,0.26,0.126,0.207,0.149,neutral,0.5,0.75,1.0,True,False
3806,7,288,2024-05-03 10:00:00,2024,5,18,4,10,2,2,2,La clase fue muy dinámica e interesante,positivo,0.834,0.248,0.197,0.263,0.115,0.176,triste,0.25,0.25,0.25,True,False
3807,11,372,2024-10-01 10:00:00,2024,10,40,1,10,5,4,3,"Faltaron ejemplos prácticos, solo teoría",negativo,0.053,0.295,0.28,0.055,0.189,0.181,feliz,1.0,0.75,0.5,True,False
3808,8,4,2024-04-20 09:00:00,2024,4,16,5,9,4,2,4,"Bien en general, aunque faltó práctica",neutral,0.443,0.08,0.184,0.263,0.456,0.016,enojado,0.75,0.25,0.75,True,False
3809,22,165,2024-11-15 16:00:00,2024,11,46,4,16,5,1,4,La clase fue aburrida y poco dinámica,negativo,0.338,0.309,0.016,0.101,0.266,0.308,feliz,1.0,0.0,0.75,True,False
3810,17,46,2024-05-16 16:00:00,2024,5,20,3,16,4,5,5,"Excelente clase, muy clara la explicación",positivo,0.706,0.277,0.229,0.068,0.209,0.217,feliz,0.75,1.0,1.0,True,False
3811,19,419,2024-04-10 07:00:00,2024,4,15,2,7,2,2,4,Excelente manejo del tiempo y ejemplos,positivo,0.774,0.252,0.23,0.289,0.005,0.224,triste,0.25,0.25,0.75,True,False
3812,6,267,2024-08-18 15:00:00,2024,8,33,6,15,5,4,3,"Bien en general, aunque faltó práctica",neutral,0.526,0.266,0.064,0.223,0.233,0.213,feliz,1.0,0.75,0.5,True,False
3813,6,48,2024-05-04 13:00:00,2024,5,18,5,13,4,5,4,"Más o menos, algunos conceptos poco claros",neutral,0.351,0.023,0.181,0.319,0.22,0.258,triste,0.75,1.0,0.75,True,False
3814,25,153,2024-08-27 14:00:00,2024,8,35,1,14,5,4,5,"Regular, podría mejorar el ritmo",neutral,0.399,0.141,0.308,0.025,0.303,0.223,neutral,1.0,0.75,1.0,True,False
3815,25,364,2024-07-04 18:00:00,2024,7,27,3,18,4,4,2,Clase muy bien estructurada y organizada,positivo,0.923,0.161,0.212,0.195,0.266,0.166,enojado,0.75,0.75,0.25,True,False
3816,25,248,2024-05-28 08:00:00,2024,5,22,1,8,4,2,3,Muy buena metodología del docente,positivo,0.855,0.013,0.2,0.2,0.237,0.349,sorprendido,0.75,0.25,0.5,True,False
3817,6,141,2024-03-02 13:00:00,2024,3,9,5,13,5,4,5,"Regular, podría mejorar el ritmo",neutral,0.501,0.102,0.278,0.405,0.187,0.027,triste,1.0,0.75,1.0,True,False
3818,8,262,2024-06-27 16:00:00,2024,6,26,3,16,1,4,3,Clase muy bien estructurada y organizada,positivo,0.751,0.295,0.299,0.005,0.186,0.215,neutral,0.0,0.75,0.5,True,False
3819,20,122,2024-04-24 13:00:00,2024,4,17,2,13,4,5,5,"No se escuchaba bien, problemas técnicos",negativo,0.186,0.266,0.223,0.169,0.198,0.145,feliz,0.75,1.0,1.0,True,False
3820,16,392,2024-12-15 12:00:00,2024,12,50,6,12,5,4,5,El docente explicó muy rápido,negativo,0.228,0.3,0.254,0.204,0.115,0.128,feliz,1.0,0.75,1.0,True,False
3821,22,495,2024-11-02 15:00:00,2024,11,44,5,15,4,4,1,"Aprendí mucho hoy, muy buena didáctica",positivo,0.852,0.126,0.217,0.367,0.129,0.161,triste,0.75,0.75,0.0,True,False
3822,10,43,2024-06-08 17:00:00,2024,6,23,5,17,5,4,4,"No entendí casi nada, muy confuso",negativo,0.063,0.239,0.006,0.114,0.343,0.298,enojado,1.0,0.75,0.75,True,False
3823,3,126,2024-10-17 09:00:00,2024,10,42,3,9,3,4,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.695,0.604,0.033,0.066,0.182,0.115,feliz,0.5,0.75,0.75,True,False
3824,23,60,2024-10-10 12:00:00,2024,10,41,3,12,2,5,4,El docente domina el tema perfectamente,positivo,0.761,0.223,0.077,0.27,0.26,0.17,triste,0.25,1.0,0.75,True,False
3825,8,401,2024-06-16 17:00:00,2024,6,24,6,17,3,2,4,Muy buena metodología del docente,positivo,0.93,0.222,0.251,0.186,0.185,0.156,neutral,0.5,0.25,0.75,True,False
3826,15,381,2024-12-11 18:00:00,2024,12,50,2,18,5,4,4,La clase fue muy dinámica e interesante,positivo,0.9,0.211,0.168,0.073,0.31,0.237,enojado,1.0,0.75,0.75,True,False
3827,30,263,2024-07-18 18:00:00,2024,7,29,3,18,3,3,4,"Excelente clase, muy clara la explicación",positivo,0.897,0.649,0.258,0.07,0.01,0.013,feliz,0.5,0.5,0.75,True,False
3828,5,479,2024-07-07 15:00:00,2024,7,27,6,15,4,3,4,"No entendí casi nada, muy confuso",negativo,0.114,0.123,0.161,0.239,0.226,0.251,sorprendido,0.75,0.5,0.75,True,False
3829,6,7,2024-07-16 13:00:00,2024,7,29,1,13,5,4,4,Excelente manejo del tiempo y ejemplos,positivo,0.758,0.429,0.05,0.202,0.108,0.211,feliz,1.0,0.75,0.75,True,False
3830,24,201,2024-03-12 15:00:00,2024,3,11,1,15,3,5,4,Muy buena metodología del docente,positivo,0.721,0.133,0.279,0.09,0.208,0.289,sorprendido,0.5,1.0,0.75,True,False
3831,14,299,2024-11-21 14:00:00,2024,11,47,3,14,5,5,4,Muy buena metodología del docente,positivo,0.844,0.001,0.244,0.313,0.229,0.214,triste,1.0,1.0,0.75,True,False
3832,13,361,2024-04-05 10:00:00,2024,4,14,4,10,3,5,5,"No se escuchaba bien, problemas técnicos",negativo,0.277,0.259,0.078,0.171,0.363,0.128,enojado,0.5,1.0,1.0,True,False
3833,20,134,2024-07-02 08:00:00,2024,7,27,1,8,5,5,4,"No se escuchaba bien, problemas técnicos",negativo,0.139,0.355,0.135,0.197,0.141,0.172,feliz,1.0,1.0,0.75,True,False
3834,9,439,2024-03-24 12:00:00,2024,3,12,6,12,2,5,5,El tema es interesante pero la clase fue larga,neutral,0.417,0.229,0.209,0.215,0.313,0.034,enojado,0.25,1.0,1.0,True,False
3835,25,288,2024-12-05 07:00:00,2024,12,49,3,7,4,5,4,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.438,0.182,0.243,0.235,0.31,0.029,enojado,0.75,1.0,0.75,True,False
3836,30,254,2024-10-06 18:00:00,2024,10,40,6,18,4,4,4,"Me quedó muy claro el tema, gracias",positivo,0.909,0.038,0.025,0.555,0.176,0.206,triste,0.75,0.75,0.75,True,False
